2aff7-1 | 2026-06-19T07:36:35Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | │   └── app/            — Kotlin/Compose app (io.f7z.olas), cargo-ndk wired into preBuild
2aff7-81 | 2026-06-19T11:51:02Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: A session-scoped Stop hook is now active with condition: "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app.". Briefly acknowledge the goal, then immediately start (or continue) working toward it — treat the condition itself as your directive and do not pause to ask the user what to do. The hook will block stopping until the condition holds. It auto-clears once the condition is met — do not tell the user to run `/goal clear` after success; that's only for clearing a goal early. \n 
2aff7-82 | 2026-06-19T11:51:06Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Strong focus on WOT filtering (NMP provides WOT filtering; if something is inadequate or incomplete don’t hack around it: file a gh issue on the NMP repo, then launch a PERT flow on the NMP codebase in this computer, land the PR and consume it on the Olas codebase: part of building this app is improving NMP itself and finding gaps — gaps MUST BE skeptically validated by codex: we want to avoid bloating the concerns of NMP and protecting the boundaries of NMP from single-app concerns it’s important) \n  [...] Image filters when publishing, blossom.primal.net default but media servers are configurable from app settings, rich app settings, per-relay views (magazine style), defaults to what the user’s follows or user’s network (global view with WoT filtering to prevent seeing spam account’s content) [...] **WoT gap explicitly gated:** `nmp_app_wot_score()` doesn't exist in `nmp-ffi`. The Review phase now specifically checks for any workaround and fails the build if one is found. Network feed shows "Your extended network" unfiltered until the upstream gap is filed and resolved. \n  [...] - **Empty-feed new user problem:** Solved in spec by defaulting new users to Network (WoT-filtered global) feed until they follow ≥15 accounts, then auto-switching default to Follows. \n - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. [...] - **WoT transparency without jargon:** Trust shown as "Followed by Ana + 3 others" never as score numbers or pubkeys. Three presets (Close/Balanced/Open) map to numeric thresholds internally. \n  [...] - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. \n - **NMP WoT gaps:** Identified as needing wrapper code (batch filter predicate, session caching, configurable thresholds, graph introspection) but NOT to be hacked into NMP — must be skeptically validated, filed as GH issues, landed via PERT, then consumed.
2aff7-83 | 2026-06-19T12:02:13Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: this will be an nmp app (../nostr-multi-platform) -- start setting up the basics -- we'll start with an ios and android app (that MUST be kept in feature-parity at all times) -- add an AGENTS.md rule like the one in nmp repo about 300/500 LOC soft/hard limit per source code file [...]  \n Assistant: The workflow has a problem: the Rust Core phase writes local stubs for WoT (`wot.rs`), Blossom (`blossom.rs`), and account generation (`account.rs`) — those are exactly the kind of hacks the doctrine forbids. Let me check what NMP actually exposes, then edit the script before those agents write bad code.
2aff7-84 | 2026-06-19T12:02:20Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: this will be an nmp app (../nostr-multi-platform) -- start setting up the basics -- we'll start with an ios and android app (that MUST be kept in feature-parity at all times) -- add an AGENTS.md rule like the one in nmp repo about 300/500 LOC soft/hard limit per source code file [...] User: A session-scoped Stop hook is now active with condition: "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app.". Briefly acknowledge the goal, then immediately start (or continue) working toward it — treat the condition itself as your directive and do not pause to ask the user what to do. The hook will block stopping until the condition holds. It auto-clears once the condition is met — do not tell the user to run `/goal clear` after success; that's only for clearing a goal early. \n 
2aff7-85 | 2026-06-19T12:02:22Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: A session-scoped Stop hook is now active with condition: "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app.". Briefly acknowledge the goal, then immediately start (or continue) working toward it — treat the condition itself as your directive and do not pause to ask the user what to do. The hook will block stopping until the condition holds. It auto-clears once the condition is met — do not tell the user to run `/goal clear` after success; that's only for clearing a goal early. \n 
2aff7-86 | 2026-06-19T12:02:34Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Also, have support for creating an account that doesn’t requests technical stuff like keys and stuff; allow registering a username@olas.app (we will wire the actual nip05 registration later) \n  [...] User: Ok, this is ok enough I guess. It’s missing the onboarding flow. Build it. Leverage follow and media follow packs (there’s a nip for them, look it up). \n  \n Anchor in what’s technically possible too. [...] Assistant: **https://olas-mockup.vercel.app** \n  [...] - 6-step onboarding: Splash (0.8s auto-advance) → Welcome (mosaic background, Create/Sign in CTAs) → Create account (name + username@olas.app, no keys) → Follow packs (5 NIP-51 kind-30000 cards with toggle switches) → Media server selection → Success screen \n - Follow pack data: `FOLLOW_PACKS = [{id:'fp1', name:'Visual Storytellers', category:'Photography', color:'#0A84FF', count:847, avatarIds:[3,7,11,26,33,44], preselected:true}, {id:'fp2', name:'World Travelers'...}, {id:'fp3', name:'Digital Artists'...}, {id:'fp4', name:'Food & Culture'...}, {id:'fp5', name:'Nostr Builders'...}]` \n - Account form: display name field + username field with `@` prefix and `.olas.app` suffix inside the input \n - Spinner animation on "Continue" \n - CSS stroke-dashoffset checkmark animation on success screen \n - Redeployment to Vercel after completion \n 
2aff7-87 | 2026-06-19T12:02:41Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Image filters when publishing, blossom.primal.net default but media servers are configurable from app settings, rich app settings, per-relay views (magazine style), defaults to what the user’s follows or user’s network (global view with WoT filtering to prevent seeing spam account’s content) \n 
2aff7-88 | 2026-06-19T12:02:41Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: A session-scoped Stop hook is now active with condition: "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app.". Briefly acknowledge the goal, then immediately start (or continue) working toward it — treat the condition itself as your directive and do not pause to ask the user what to do. The hook will block stopping until the condition holds. It auto-clears once the condition is met — do not tell the user to run `/goal clear` after success; that's only for clearing a goal early. \n 
2aff7-89 | 2026-06-19T12:02:46Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d |   - Complete design tokens. Dark mode: `background: #0A0A0A`, `surface: #161616`, `surface-elevated: #1C1C1E`, `border: #2C2C2E`, `border-subtle: #1A1A1A`, `text-primary: #F5F5F5`, `text-secondary: #99999E`, `zap: #FBB131`, `heart: #FF375F`. No brand accent color policy. Only iOS SF Pro / Android Google Sans. \n  [...]   - Color tokens after Agent 1: `--bg: #090909`, `--surface: #141414`, `--surface2: #1C1C1E`, `--border: #2C2C2E`, `--border-s: #18181A`, `--text1: #f5f5f5`, `--text2: #98989E`, `--text3: #48484A`, `--zap: #fbb131`, `--heart: #ff375f` \n   - Key data: `USERS` (7 users), `POSTS.following` (7 posts), `POSTS.network` (7 posts), `FOLLOW_PACKS` (5 packs — to be added by onboarding agent), `SUGGESTIONS`, `NOTIFS`, `COMMENTS`
2aff7-90 | 2026-06-19T12:02:52Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Strong focus on WOT filtering (NMP provides WOT filtering; if something is inadequate or incomplete don’t hack around it: file a gh issue on the NMP repo, then launch a PERT flow on the NMP codebase in this computer, land the PR and consume it on the Olas codebase: part of building this app is improving NMP itself and finding gaps — gaps MUST BE skeptically validated by codex: we want to avoid bloating the concerns of NMP and protecting the boundaries of NMP from single-app concerns it’s important) \n  [...] - **Empty-feed new user problem:** Solved in spec by defaulting new users to Network (WoT-filtered global) feed until they follow ≥15 accounts, then auto-switching default to Follows. \n - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. [...] **WoT gap explicitly gated:** `nmp_app_wot_score()` doesn't exist in `nmp-ffi`. The Review phase now specifically checks for any workaround and fails the build if one is found. Network feed shows "Your extended network" unfiltered until the upstream gap is filed and resolved. \n  [...] - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. \n - **NMP WoT gaps:** Identified as needing wrapper code (batch filter predicate, session caching, configurable thresholds, graph introspection) but NOT to be hacked into NMP — must be skeptically validated, filed as GH issues, landed via PERT, then consumed. [...] - **WoT transparency without jargon:** Trust shown as "Followed by Ana + 3 others" never as score numbers or pubkeys. Three presets (Close/Balanced/Open) map to numeric thresholds internally. \n  [...] - **WoT identified gaps:** No batch score API, no caching, hardcoded thresholds, no graph introspection, no persistence across sessions. \n  [...] - **NMP WoT gaps:** Identified as needing wrapper code (batch filter predicate, session caching, configurable thresholds, graph introspection) but NOT to be hacked into NMP — must be skeptically validated, filed as GH issues, landed via PERT, then consumed. \n - **Server port selection:** Chose 12304 (12303 was occupied by strfry/relay.olas.app).
2aff7-91 | 2026-06-19T12:10:07Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | 5. "Define the following pattern in CLAUDE.md as a recurring pattern: brainstorm: one opus agent and a 'codex exec' command to do the same brainstorm/ideation/planning and compare notes afterwards into a single combination. Plan+execute+review+test (PERT): a 'codex exec' command to plan, sonnet agent to execute, opus agent to review, haiku agent for on-device testing (driving iOS simulator via xcodebuild skill or android debugger emulator) [you need to install the xcodebuild skill via npx skills - do so now]" [sent while relay deployment was in progress] \n 
2aff7-92 | 2026-06-19T12:10:13Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: git init, and ios and android should be in apps/{ios,android} \n  \n relay in apps/{relay} [...] **Restructuring:** Everything now lives under `apps/`: \n ``` \n apps/ios/          ← XcodeGen SwiftUI app \n apps/android/      ← Kotlin/Compose app   \n apps/relay/        ← Go Croissant relay placeholder \n apps/olas/         ← Rust FFI crate \n ``` [...] User: Ensure that NMP architecture is CLOSELY followed; no hacks \n  \n Assistant: The workflow has a problem: the Rust Core phase writes local stubs for WoT (`wot.rs`), Blossom (`blossom.rs`), and account generation (`account.rs`) — those are exactly the kind of hacks the doctrine forbids. Let me check what NMP actually exposes, then edit the script before those agents write bad code. [...] - **`nmp-ffi` already provides** the entire C-ABI surface: lifecycle (`nmp_app_new/start/stop/free`), identity (`nmp_app_create_new_account`, `nmp_app_signin_nsec`), relay (`nmp_app_add_relay`), feed (`nmp_app_open_interest`), publish (`nmp_app_dispatch_action`), wallet. **Push model** via `nmp_app_set_update_callback` — not polling. \n - **`nmp-blossom::register_actions()`** wires Blossom upload as an NMP action, dispatched via `nmp_app_dispatch_action("nmp.blossom.upload", ...)`. [...] - **Push model:** NMP uses `nmp_app_set_update_callback` (push), NOT polling. Any poll loop is a boundary violation. \n - **nmp-blossom:** Blossom upload as NMP action `"nmp.blossom.upload"` dispatched via `nmp_app_dispatch_action`. No local HTTP client.
2aff7-93 | 2026-06-19T12:10:13Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Assistant: Found it. The crash is a `debug_assert!` — must call `nmp_app_declare_consumed_projections` or `nmp_app_consume_all_builtin_projections` before `nmp_app_start`. Let me find the right function: \n  \n Assistant: Good — `0,0,0` is safe (clamped to defaults). The real crash is the missing projection declaration. Let me find the function signature: \n  \n Assistant: It just takes `*mut NmpApp` — a single call before `nmp_app_start`. Fix: \n  \n Assistant: Now check `olas_app.h` exposes `nmp_app_consume_all_builtin_projections`, then rebuild and relaunch: \n  [...] To summarize the three fixes that got it building and running: \n 1. `ProfileHeaderView.swift` — invalid `.frame(maxWidth:height:)` → `.frame(maxWidth:minHeight:maxHeight:)` \n 2. `FeedView.swift` — anonymous `$0` inside explicit-arg closure → named `p in` \n 3. `FilterCarouselView.swift` — non-Sendable struct containing closure → `@unchecked Sendable`
2aff7-94 | 2026-06-19T12:10:25Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | **What the new `nmp-app-olas` adds (only):** \n 1. `olas_app_register()` — calls `nmp-defaults` + `nmp-blossom::register_actions()` \n 2. `olas_open_photo_feed()` — opens kind-20 interest via `nmp_app_open_interest` \n 3. `olas_open_follow_pack()` — NIP-51 pack via `nmp_app_open_uri` \n 4. `olas_blossom_upload_input_json()` — builds the action JSON for `nmp_app_dispatch_action` \n 
2aff7-95 | 2026-06-19T12:10:30Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: Ok, let’s pivot for now: let’s just build a good pictures-feed-first client (which is what Olas has been from the beginning in it’s previous incarnations) we’ll add NIP-29 stuff later. \n 
2aff7-96 | 2026-06-19T12:10:30Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: A session-scoped Stop hook is now active with condition: "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app.". Briefly acknowledge the goal, then immediately start (or continue) working toward it — treat the condition itself as your directive and do not pause to ask the user what to do. The hook will block stopping until the condition holds. It auto-clears once the condition is met — do not tell the user to run `/goal clear` after success; that's only for clearing a goal early. [...] **Session-Scoped Goal:** "ensure the whole app, both ios and android are working, tested (via haiku agents actually using the app) -- fully polished (use opus agents that review screenshots of the app for polish feedback, pixel-perfect kind of stuff), complete working features with NO stubs, mocks, fake data, using real relays, real keys, publishing actual photos, editing the photos with cool filters and everything else that is expected from an instagram-like app." \n 
2aff7-97 | 2026-06-19T12:10:38Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Strong focus on WOT filtering (NMP provides WOT filtering; if something is inadequate or incomplete don’t hack around it: file a gh issue on the NMP repo, then launch a PERT flow on the NMP codebase in this computer, land the PR and consume it on the Olas codebase: part of building this app is improving NMP itself and finding gaps — gaps MUST BE skeptically validated by codex: we want to avoid bloating the concerns of NMP and protecting the boundaries of NMP from single-app concerns it’s important) \n  [...] Image filters when publishing, blossom.primal.net default but media servers are configurable from app settings, rich app settings, per-relay views (magazine style), defaults to what the user’s follows or user’s network (global view with WoT filtering to prevent seeing spam account’s content) [...] **WoT gap explicitly gated:** `nmp_app_wot_score()` doesn't exist in `nmp-ffi`. The Review phase now specifically checks for any workaround and fails the build if one is found. Network feed shows "Your extended network" unfiltered until the upstream gap is filed and resolved. [...] - **WoT FFI Gap (critical):** `nmp_app_wot_score()` doesn't exist. Network feed filtering blocked on upstream gap. NO local workaround permitted. Features show "Your extended network" subtitle unfiltered. Review phase fails the build if any local workaround is found. \n - **NIP-68 (kind 20):** Picture events — `olas_open_photo_feed()` opens this interest. [...] - **WoT FFI gap:** `nmp_app_wot_score()` doesn't exist. Rather than stub locally, the app UI gracefully handles this: Network tab subtitle says "Your extended network" (unfiltered). WoT Settings shows "Trust scoring is updating" note. Review phase explicitly checks for and fails on any local workaround. \n  [...] - **Empty-feed new user problem:** Solved in spec by defaulting new users to Network (WoT-filtered global) feed until they follow ≥15 accounts, then auto-switching default to Follows. \n - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. [...] - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. \n - **NMP WoT gaps:** Identified as needing wrapper code (batch filter predicate, session caching, configurable thresholds, graph introspection) but NOT to be hacked into NMP — must be skeptically validated, filed as GH issues, landed via PERT, then consumed.
2aff7-98 | 2026-06-19T12:24:35Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: git init, and ios and android should be in apps/{ios,android} \n  \n relay in apps/{relay} \n  [...] User: Ensure that NMP architecture is CLOSELY followed; no hacks \n  \n Assistant: The workflow has a problem: the Rust Core phase writes local stubs for WoT (`wot.rs`), Blossom (`blossom.rs`), and account generation (`account.rs`) — those are exactly the kind of hacks the doctrine forbids. Let me check what NMP actually exposes, then edit the script before those agents write bad code. [...] `nmp-app-olas` must be a **thin registration + kind-20 interest crate only**. No local WoT, no local Blossom HTTP, no local crypto. Let me check what it already contains: \n  \n Assistant: Now I have the full picture. The correct `nmp-app-olas` is **tiny** — only Olas-specific registration and kind-20 interest definition. Everything else is direct `nmp-ffi` calls. Rewriting the workflow: \n  \n Assistant: Stopped and rewrote the workflow. Here's what changed and why: \n  \n **What was wrong:** \n - The original Rust Core wrote `wot.rs` (local HashMap scoring), `blossom.rs` (local HTTP client), `account.rs` (stub keypair generation), `state.rs` (custom handle map), `jni.rs` (full JNI reimplementation) — all reimplementations of things NMP already owns. \n - It used a poll loop (`olas_poll_event`) instead of NMP's push model (`nmp_app_set_update_callback`). \n  \n **What NMP actually provides (no reimplementation needed):** \n - `nmp-ffi` — complete C-ABI: lifecycle, identity (`nmp_app_create_new_account`, `nmp_app_signin_nsec`), relay, feed (`nmp_app_open_interest`, `nmp_app_open_contact_feed`), action dispatch (Blossom/zap/follow all go through `nmp_app_dispatch_action`), wallet, push callback \n - `nmp-blossom` — Blossom upload as NMP action registered via `register_actions()` \n - `nmp-wot` — WoT graph bootstrapped by `nmp-defaults::register_defaults()` \n - `nmp-android-ffi` — JNI pattern to follow \n  \n **What the new `nmp-app-olas` adds (only):** \n 1. `olas_app_register()` — calls `nmp-defaults` + `nmp-blossom::register_actions()` \n 2. `olas_open_photo_feed()` — opens kind-20 interest via `nmp_app_open_interest` \n 3. `olas_open_follow_pack()` — NIP-51 pack via `nmp_app_open_uri` \n 4. `olas_blossom_upload_input_json()` — builds the action JSON for `nmp_app_dispatch_action` \n  [...] - It used a poll loop (`olas_poll_event`) instead of NMP's push model (`nmp_app_set_update_callback`). \n  \n **What NMP actually provides (no reimplementation needed):** \n - `nmp-ffi` — complete C-ABI: lifecycle, identity (`nmp_app_create_new_account`, `nmp_app_signin_nsec`), relay, feed (`nmp_app_open_interest`, `nmp_app_open_contact_feed`), action dispatch (Blossom/zap/follow all go through `nmp_app_dispatch_action`), wallet, push callback
2aff7-99 | 2026-06-19T12:24:35Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d |  \n Assistant: Good — `0,0,0` is safe (clamped to defaults). The real crash is the missing projection declaration. Let me find the function signature: \n  \n Assistant: It just takes `*mut NmpApp` — a single call before `nmp_app_start`. Fix: \n 
2aff7-100 | 2026-06-19T12:24:41Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | 3. the ios app should be using liquid glass comfortable -- for example the current bottom tab bar is not a regular liquid glass toolbar \n 
2aff7-101 | 2026-06-19T12:24:44Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | User: 1. let's make sure we remove EXIF data, even when the user enables "location" toggle -- for location we only add the "g" tag with a 4-chars level of precision. \n 2. when the user posts a picture the upload should fade to the background, kinda like a miniplayer so the user can see that something is still happening, with a nice progress bar of the upload at the bottom, but that way the user can continue using the app.
2aff7-102 | 2026-06-19T12:24:57Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Image filters when publishing, blossom.primal.net default but media servers are configurable from app settings, rich app settings, per-relay views (magazine style), defaults to what the user’s follows or user’s network (global view with WoT filtering to prevent seeing spam account’s content)
2aff7-103 | 2026-06-19T12:24:57Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | The user's most recent instruction was: **"HIGHLY POLISH; the planning should include specific POLISH product specs with agents dedicated to specing out exclusively the feel of the app."** [...] 2. when the user posts a picture the upload should fade to the background, kinda like a miniplayer so the user can see that something is still happening, with a nice progress bar of the upload at the bottom, but that way the user can continue using the app. \n 3. the ios app should be using liquid glass comfortable -- for example the current bottom tab bar is not a regular liquid glass toolbar
2aff7-104 | 2026-06-19T12:25:01Z | session:2aff77b8-e8ba-493a-b944-1fea0ecd124d | Strong focus on WOT filtering (NMP provides WOT filtering; if something is inadequate or incomplete don’t hack around it: file a gh issue on the NMP repo, then launch a PERT flow on the NMP codebase in this computer, land the PR and consume it on the Olas codebase: part of building this app is improving NMP itself and finding gaps — gaps MUST BE skeptically validated by codex: we want to avoid bloating the concerns of NMP and protecting the boundaries of NMP from single-app concerns it’s important) \n  [...] Image filters when publishing, blossom.primal.net default but media servers are configurable from app settings, rich app settings, per-relay views (magazine style), defaults to what the user’s follows or user’s network (global view with WoT filtering to prevent seeing spam account’s content) [...] - **Empty-feed new user problem:** Solved in spec by defaulting new users to Network (WoT-filtered global) feed until they follow ≥15 accounts, then auto-switching default to Follows. \n - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. [...] - **WoT for non-technical users:** Solved by naming the concept "Who can show up in your feed" with three preset cards (Close/Balanced/Open) with live preview, never exposing "WoT" or "pubkey distance" vocabulary. \n - **NMP WoT gaps:** Identified as needing wrapper code (batch filter predicate, session caching, configurable thresholds, graph introspection) but NOT to be hacked into NMP — must be skeptically validated, filed as GH issues, landed via PERT, then consumed. [...] **WoT gap explicitly gated:** `nmp_app_wot_score()` doesn't exist in `nmp-ffi`. The Review phase now specifically checks for any workaround and fails the build if one is found. Network feed shows "Your extended network" unfiltered until the upstream gap is filed and resolved. \n 
